web-scraper-order,web-scraper-start-url,Article-Links,Article-Links-href,Articles-Content,gist
"1699701643-2153","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Gohar, Coll through to semi-finals of World Squash Championships","https://www.insidethegames.biz/articles/1123375/gohar-coll-in-semis-worlds","In the other men’s quarter-final, Egypt’s Mohamed El Shorbagy beat compatriot Fares Dessouky 3-0.","Egypt’s world number one Nouran Gohar cruised past compatriot Rowan Elaraby 3-0 to reach the semi-finals of the World Squash Championships in Cairo."
"1699701643-2154","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Gohar, Coll through to semi-finals of World Squash Championships","https://www.insidethegames.biz/articles/1123375/gohar-coll-in-semis-worlds","The next round of quarter-finals is scheduled for tomorrow.","Egypt’s world number one Nouran Gohar cruised past compatriot Rowan Elaraby 3-0 to reach the semi-finals of the World Squash Championships in Cairo."
"1699701648-2155","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Defending world squash champion El Sherbini knocks out Perry","https://www.insidethegames.biz/articles/1123432/squash-world-championships-cairo","The world number two cliched the first game 11-5 before Perry levelled with an 11-8 win.","Defending world champion Nour El Sherbini of Egypt beat Sarah-Jane Perry of England 3-1 to reach the semi-finals of the World Squash Championships in Cairo."
"1699701648-2156","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Defending world squash champion El Sherbini knocks out Perry","https://www.insidethegames.biz/articles/1123432/squash-world-championships-cairo","However, El Sherbini rediscovered her mojo and the lead with a 11-7 win in the third game.","Defending world champion Nour El Sherbini of Egypt beat Sarah-Jane Perry of England 3-1 to reach the semi-finals of the World Squash Championships in Cairo."
"1699701648-2157","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Defending world squash champion El Sherbini knocks out Perry","https://www.insidethegames.biz/articles/1123432/squash-world-championships-cairo","Perry once again clawed her way back in the fourth game before El Sherbini sealed victory with a hard-fought 14-12 win.","Defending world champion Nour El Sherbini of Egypt beat Sarah-Jane Perry of England 3-1 to reach the semi-finals of the World Squash Championships in Cairo."
"1699701648-2158","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Defending world squash champion El Sherbini knocks out Perry","https://www.insidethegames.biz/articles/1123432/squash-world-championships-cairo","""I’m really happy I’m through,"" said after her win.","Defending world champion Nour El Sherbini of Egypt beat Sarah-Jane Perry of England 3-1 to reach the semi-finals of the World Squash Championships in Cairo."
"1699701648-2159","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Defending world squash champion El Sherbini knocks out Perry","https://www.insidethegames.biz/articles/1123432/squash-world-championships-cairo","""SJ is one of the smartest, if not the smartest, players on tour.","Defending world champion Nour El Sherbini of Egypt beat Sarah-Jane Perry of England 3-1 to reach the semi-finals of the World Squash Championships in Cairo."
"1699701648-2160","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Defending world squash champion El Sherbini knocks out Perry","https://www.insidethegames.biz/articles/1123432/squash-world-championships-cairo","""She’s very skilful and she was moving really well today.","Defending world champion Nour El Sherbini of Egypt beat Sarah-Jane Perry of England 3-1 to reach the semi-finals of the World Squash Championships in Cairo."
"1699701648-2161","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Defending world squash champion El Sherbini knocks out Perry","https://www.insidethegames.biz/articles/1123432/squash-world-championships-cairo","""She broke my rhythm a little and I just tried to fight and stick in every point. I’m really happy to sneak the last game.""","Defending world champion Nour El Sherbini of Egypt beat Sarah-Jane Perry of England 3-1 to reach the semi-finals of the World Squash Championships in Cairo."
"1699701648-2162","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Defending world squash champion El Sherbini knocks out Perry","https://www.insidethegames.biz/articles/1123432/squash-world-championships-cairo","In the other women’s game, Nour El Tayeb of Egypt produced arguably her finest performance since returning to the tour to down world number three and compatriot Hania El Hammamy 3-1.","Defending world champion Nour El Sherbini of Egypt beat Sarah-Jane Perry of England 3-1 to reach the semi-finals of the World Squash Championships in Cairo."
"1699701648-2163","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Defending world squash champion El Sherbini knocks out Perry","https://www.insidethegames.biz/articles/1123432/squash-world-championships-cairo","Among men, Egyptian Ali Farag sealed a semi-final spot by beating compatriot Marwan ElShorbagy 3-0.","Defending world champion Nour El Sherbini of Egypt beat Sarah-Jane Perry of England 3-1 to reach the semi-finals of the World Squash Championships in Cairo."
"1699701648-2164","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Defending world squash champion El Sherbini knocks out Perry","https://www.insidethegames.biz/articles/1123432/squash-world-championships-cairo","ElShorbagy, who won the previous four matches against Farag, could not replicate his head-to-head form in recent matches.","Defending world champion Nour El Sherbini of Egypt beat Sarah-Jane Perry of England 3-1 to reach the semi-finals of the World Squash Championships in Cairo."
"1699701648-2165","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Defending world squash champion El Sherbini knocks out Perry","https://www.insidethegames.biz/articles/1123432/squash-world-championships-cairo","While ElShorbagy started well, Farag took the first game 11-7 before getting the second game 11-5.","Defending world champion Nour El Sherbini of Egypt beat Sarah-Jane Perry of England 3-1 to reach the semi-finals of the World Squash Championships in Cairo."
"1699701648-2166","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Defending world squash champion El Sherbini knocks out Perry","https://www.insidethegames.biz/articles/1123432/squash-world-championships-cairo","Signs of comeback in the third game from ElShorbagy was quickly snuffed as Farag sealed the deal with a 11-7 win.","Defending world champion Nour El Sherbini of Egypt beat Sarah-Jane Perry of England 3-1 to reach the semi-finals of the World Squash Championships in Cairo."
"1699701648-2167","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Defending world squash champion El Sherbini knocks out Perry","https://www.insidethegames.biz/articles/1123432/squash-world-championships-cairo","""I couldn’t have asked for a better setup to produce my best squash,"" Farag said.","Defending world champion Nour El Sherbini of Egypt beat Sarah-Jane Perry of England 3-1 to reach the semi-finals of the World Squash Championships in Cairo."
"1699701648-2168","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Defending world squash champion El Sherbini knocks out Perry","https://www.insidethegames.biz/articles/1123432/squash-world-championships-cairo","""CIB are taking the sport to another level that makes us feel very proud to be on court.","Defending world champion Nour El Sherbini of Egypt beat Sarah-Jane Perry of England 3-1 to reach the semi-finals of the World Squash Championships in Cairo."
"1699701648-2169","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Defending world squash champion El Sherbini knocks out Perry","https://www.insidethegames.biz/articles/1123432/squash-world-championships-cairo","""I’ve got every single member of my support team, from the age of zero to 30 here with me.","Defending world champion Nour El Sherbini of Egypt beat Sarah-Jane Perry of England 3-1 to reach the semi-finals of the World Squash Championships in Cairo."
"1699701648-2170","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Defending world squash champion El Sherbini knocks out Perry","https://www.insidethegames.biz/articles/1123432/squash-world-championships-cairo","""Everyone who’s here, I can’t be more inspired, I guess.","Defending world champion Nour El Sherbini of Egypt beat Sarah-Jane Perry of England 3-1 to reach the semi-finals of the World Squash Championships in Cairo."
"1699701648-2171","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Defending world squash champion El Sherbini knocks out Perry","https://www.insidethegames.biz/articles/1123432/squash-world-championships-cairo","""And I hope I can keep up this brand of squash!""","Defending world champion Nour El Sherbini of Egypt beat Sarah-Jane Perry of England 3-1 to reach the semi-finals of the World Squash Championships in Cairo."
"1699701648-2172","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Defending world squash champion El Sherbini knocks out Perry","https://www.insidethegames.biz/articles/1123432/squash-world-championships-cairo","In the other men’s game, Egyptian Mostafa Asal got the better of Peru’s Diego Elías 3-1.","Defending world champion Nour El Sherbini of Egypt beat Sarah-Jane Perry of England 3-1 to reach the semi-finals of the World Squash Championships in Cairo."
"1699701648-2173","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Defending world squash champion El Sherbini knocks out Perry","https://www.insidethegames.biz/articles/1123432/squash-world-championships-cairo","The semi-final matches are scheduled to be held tomorrow.","Defending world champion Nour El Sherbini of Egypt beat Sarah-Jane Perry of England 3-1 to reach the semi-finals of the World Squash Championships in Cairo."
"1699701653-2174","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Olympic champions dominate at ICF Canoe Sprint World Cup in Račice","https://www.insidethegames.biz/articles/1123416/icf-canoe-sprint-world-cup","New Zealand’s Lisa Carrington, who is a five-time Olympic champion, was in great form as she reached the women’s K1 500 final in one minute 49 seconds, before helping K4 500 teammates to seal a spot in the medal race.","Olympic champions had an easy day out on the first day of the International Canoe Federation (ICF) Canoe Sprint World Cup in Račice."
"1699701653-2175","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Olympic champions dominate at ICF Canoe Sprint World Cup in Račice","https://www.insidethegames.biz/articles/1123416/icf-canoe-sprint-world-cup","The Polish women’s K4 500 crew featuring Karolina Naja and Anna Pulawska, who bagged a bronze in Tokyo, also showed their class by qualifying for the final in 1:30.91.","Olympic champions had an easy day out on the first day of the International Canoe Federation (ICF) Canoe Sprint World Cup in Račice."
"1699701653-2176","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Olympic champions dominate at ICF Canoe Sprint World Cup in Račice","https://www.insidethegames.biz/articles/1123416/icf-canoe-sprint-world-cup","""We did what we needed to do to win,"" Pulawska said.","Olympic champions had an easy day out on the first day of the International Canoe Federation (ICF) Canoe Sprint World Cup in Račice."
"1699701653-2177","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Olympic champions dominate at ICF Canoe Sprint World Cup in Račice","https://www.insidethegames.biz/articles/1123416/icf-canoe-sprint-world-cup","""We have been together maybe five times in a boat.","Olympic champions had an easy day out on the first day of the International Canoe Federation (ICF) Canoe Sprint World Cup in Račice."
"1699701653-2178","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Olympic champions dominate at ICF Canoe Sprint World Cup in Račice","https://www.insidethegames.biz/articles/1123416/icf-canoe-sprint-world-cup","""We don’t know if this will be the boat for Paris, but we will see.""","Olympic champions had an easy day out on the first day of the International Canoe Federation (ICF) Canoe Sprint World Cup in Račice."
"1699701653-2179","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Olympic champions dominate at ICF Canoe Sprint World Cup in Račice","https://www.insidethegames.biz/articles/1123416/icf-canoe-sprint-world-cup","China’s Shixiao Xu and Mengya Sun continued their form from Tokyo by finishing three seconds ahead of the next best team during the women’s C2 500 heats.","Olympic champions had an easy day out on the first day of the International Canoe Federation (ICF) Canoe Sprint World Cup in Račice."
"1699701653-2180","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Olympic champions dominate at ICF Canoe Sprint World Cup in Račice","https://www.insidethegames.biz/articles/1123416/icf-canoe-sprint-world-cup","The Spanish are setting the standards in the men’s C2 500 category as both teams won their respective qualifying heats.","Olympic champions had an easy day out on the first day of the International Canoe Federation (ICF) Canoe Sprint World Cup in Račice."
"1699701653-2181","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Olympic champions dominate at ICF Canoe Sprint World Cup in Račice","https://www.insidethegames.biz/articles/1123416/icf-canoe-sprint-world-cup","Cayetano Garcia and Pablo Martinez stopped Tokyo C2 1000 silver medallists, Hao Liu and Pengfei Zheng of China in 1:39.53, before Joan Moreno and Adrian Sieiro ended the challenge from reigning world champions Nicolae Craciun and Daniele Santini from Italy in 1:39.81.","Olympic champions had an easy day out on the first day of the International Canoe Federation (ICF) Canoe Sprint World Cup in Račice."
"1699701653-2182","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Olympic champions dominate at ICF Canoe Sprint World Cup in Račice","https://www.insidethegames.biz/articles/1123416/icf-canoe-sprint-world-cup","""This was such an important race for us because we get a chance to see what the international level is like,"" Moreno said.","Olympic champions had an easy day out on the first day of the International Canoe Federation (ICF) Canoe Sprint World Cup in Račice."
"1699701653-2183","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Olympic champions dominate at ICF Canoe Sprint World Cup in Račice","https://www.insidethegames.biz/articles/1123416/icf-canoe-sprint-world-cup","""We see everyone competing with the same objective.","Olympic champions had an easy day out on the first day of the International Canoe Federation (ICF) Canoe Sprint World Cup in Račice."
"1699701653-2184","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Olympic champions dominate at ICF Canoe Sprint World Cup in Račice","https://www.insidethegames.biz/articles/1123416/icf-canoe-sprint-world-cup","""We’ve been together for about one year. We are getting stronger all the time.","Olympic champions had an easy day out on the first day of the International Canoe Federation (ICF) Canoe Sprint World Cup in Račice."
"1699701653-2185","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Olympic champions dominate at ICF Canoe Sprint World Cup in Račice","https://www.insidethegames.biz/articles/1123416/icf-canoe-sprint-world-cup","""The 500 is much better for us, because we are very fast guys, and the 1000 was quite long for us.""","Olympic champions had an easy day out on the first day of the International Canoe Federation (ICF) Canoe Sprint World Cup in Račice."
"1699701653-2186","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Olympic champions dominate at ICF Canoe Sprint World Cup in Račice","https://www.insidethegames.biz/articles/1123416/icf-canoe-sprint-world-cup","Brazil’s Isaquias dos Santos got the better of Germany’s reigning world champion Conrad Scheibner in 3:59.53 in the men’s C1 1000, despite not being the fastest in the heats.","Olympic champions had an easy day out on the first day of the International Canoe Federation (ICF) Canoe Sprint World Cup in Račice."
"1699701653-2187","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Olympic champions dominate at ICF Canoe Sprint World Cup in Račice","https://www.insidethegames.biz/articles/1123416/icf-canoe-sprint-world-cup","In the men’s K1 1000, Italy’s K2 partners Samuele Burgo in 3:32.15 and Andrea Schera in 3:31.51, won their respective semi-finals to progress to Saturday’s final.","Olympic champions had an easy day out on the first day of the International Canoe Federation (ICF) Canoe Sprint World Cup in Račice."
"1699701653-2188","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Olympic champions dominate at ICF Canoe Sprint World Cup in Račice","https://www.insidethegames.biz/articles/1123416/icf-canoe-sprint-world-cup","A total of 11 gold medals will be decided as the competition is scheduled to continue tomorrow.","Olympic champions had an easy day out on the first day of the International Canoe Federation (ICF) Canoe Sprint World Cup in Račice."
"1699701658-2189","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Belgium women's team go down as men's team win thriller in FIH Pro League","https://www.insidethegames.biz/articles/1123426/belgium-men-hockey-win","It was Belgium women who broke the deadlock in the fourth minute thanks to a penalty corner from Ambre Ballenghien.","Belgium’s women’s hockey team lost to Spain 1-2 while the men’s team triumphed 3-2 on penalties at the International Hockey Federation (FIH) Pro League match at the Sportcentrum Wilrijkse Plein-Antwerpen in Belgium."
"1699701658-2190","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Belgium women's team go down as men's team win thriller in FIH Pro League","https://www.insidethegames.biz/articles/1123426/belgium-men-hockey-win","However, Spain began to pile on the pressure soon after as Laura Barrios equalised in the 42nd minute.","Belgium’s women’s hockey team lost to Spain 1-2 while the men’s team triumphed 3-2 on penalties at the International Hockey Federation (FIH) Pro League match at the Sportcentrum Wilrijkse Plein-Antwerpen in Belgium."
"1699701658-2191","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Belgium women's team go down as men's team win thriller in FIH Pro League","https://www.insidethegames.biz/articles/1123426/belgium-men-hockey-win","A scramble in front of the goal led to multiple shots before the rebound fell to Barrios who tapped it in.","Belgium’s women’s hockey team lost to Spain 1-2 while the men’s team triumphed 3-2 on penalties at the International Hockey Federation (FIH) Pro League match at the Sportcentrum Wilrijkse Plein-Antwerpen in Belgium."
"1699701658-2192","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Belgium women's team go down as men's team win thriller in FIH Pro League","https://www.insidethegames.biz/articles/1123426/belgium-men-hockey-win","Less than 10 minutes after that, the sensational Georgina Olivia scored Spain’s second and the winner.","Belgium’s women’s hockey team lost to Spain 1-2 while the men’s team triumphed 3-2 on penalties at the International Hockey Federation (FIH) Pro League match at the Sportcentrum Wilrijkse Plein-Antwerpen in Belgium."
"1699701658-2193","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Belgium women's team go down as men's team win thriller in FIH Pro League","https://www.insidethegames.biz/articles/1123426/belgium-men-hockey-win","Oliva, who picked up the ball on the edge of the circle, dinked it over before firing it home with precision.","Belgium’s women’s hockey team lost to Spain 1-2 while the men’s team triumphed 3-2 on penalties at the International Hockey Federation (FIH) Pro League match at the Sportcentrum Wilrijkse Plein-Antwerpen in Belgium."
"1699701658-2194","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Belgium women's team go down as men's team win thriller in FIH Pro League","https://www.insidethegames.biz/articles/1123426/belgium-men-hockey-win","Barbara Nelen tried her best to inspire a Belgium comeback, but Spain’s defence remained determined until the end.","Belgium’s women’s hockey team lost to Spain 1-2 while the men’s team triumphed 3-2 on penalties at the International Hockey Federation (FIH) Pro League match at the Sportcentrum Wilrijkse Plein-Antwerpen in Belgium."
"1699701658-2195","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Belgium women's team go down as men's team win thriller in FIH Pro League","https://www.insidethegames.biz/articles/1123426/belgium-men-hockey-win","""I am really happy because we finally won,"" Olivia said after the game.","Belgium’s women’s hockey team lost to Spain 1-2 while the men’s team triumphed 3-2 on penalties at the International Hockey Federation (FIH) Pro League match at the Sportcentrum Wilrijkse Plein-Antwerpen in Belgium."
"1699701658-2196","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Belgium women's team go down as men's team win thriller in FIH Pro League","https://www.insidethegames.biz/articles/1123426/belgium-men-hockey-win","""All the hard work has paid off and we got the result.","Belgium’s women’s hockey team lost to Spain 1-2 while the men’s team triumphed 3-2 on penalties at the International Hockey Federation (FIH) Pro League match at the Sportcentrum Wilrijkse Plein-Antwerpen in Belgium."
"1699701658-2197","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Belgium women's team go down as men's team win thriller in FIH Pro League","https://www.insidethegames.biz/articles/1123426/belgium-men-hockey-win","""We didn't start well but we got momentum and flow later in the game but tomorrow we must do that for the complete game.""","Belgium’s women’s hockey team lost to Spain 1-2 while the men’s team triumphed 3-2 on penalties at the International Hockey Federation (FIH) Pro League match at the Sportcentrum Wilrijkse Plein-Antwerpen in Belgium."
"1699701658-2198","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Belgium women's team go down as men's team win thriller in FIH Pro League","https://www.insidethegames.biz/articles/1123426/belgium-men-hockey-win","Spain moved to fifth in the FIH Pro League standings after today’s win while Belgium dropped to seventh position.","Belgium’s women’s hockey team lost to Spain 1-2 while the men’s team triumphed 3-2 on penalties at the International Hockey Federation (FIH) Pro League match at the Sportcentrum Wilrijkse Plein-Antwerpen in Belgium."
"1699701658-2199","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Belgium women's team go down as men's team win thriller in FIH Pro League","https://www.insidethegames.biz/articles/1123426/belgium-men-hockey-win","Among men, Belgium edged Spain 3-2 on penalties after the match ended 3-3.","Belgium’s women’s hockey team lost to Spain 1-2 while the men’s team triumphed 3-2 on penalties at the International Hockey Federation (FIH) Pro League match at the Sportcentrum Wilrijkse Plein-Antwerpen in Belgium."
"1699701658-2200","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Belgium women's team go down as men's team win thriller in FIH Pro League","https://www.insidethegames.biz/articles/1123426/belgium-men-hockey-win","Marc Reyne scored the first goal for Spain in 15 minutes after connecting a cross from former Argentine national Joaquin Menini.","Belgium’s women’s hockey team lost to Spain 1-2 while the men’s team triumphed 3-2 on penalties at the International Hockey Federation (FIH) Pro League match at the Sportcentrum Wilrijkse Plein-Antwerpen in Belgium."
"1699701658-2201","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Belgium women's team go down as men's team win thriller in FIH Pro League","https://www.insidethegames.biz/articles/1123426/belgium-men-hockey-win","Spain extended their lead through Marc Miralles in the third quarter.","Belgium’s women’s hockey team lost to Spain 1-2 while the men’s team triumphed 3-2 on penalties at the International Hockey Federation (FIH) Pro League match at the Sportcentrum Wilrijkse Plein-Antwerpen in Belgium."
"1699701658-2202","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Belgium women's team go down as men's team win thriller in FIH Pro League","https://www.insidethegames.biz/articles/1123426/belgium-men-hockey-win","A minute later, a blunder at the back helped Belgium claw one back through John-John Dohmen.","Belgium’s women’s hockey team lost to Spain 1-2 while the men’s team triumphed 3-2 on penalties at the International Hockey Federation (FIH) Pro League match at the Sportcentrum Wilrijkse Plein-Antwerpen in Belgium."
"1699701658-2203","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Belgium women's team go down as men's team win thriller in FIH Pro League","https://www.insidethegames.biz/articles/1123426/belgium-men-hockey-win","However, Spain restored their two-goal lead when Alvaro Iglesias converted a mis-hit penalty corner.","Belgium’s women’s hockey team lost to Spain 1-2 while the men’s team triumphed 3-2 on penalties at the International Hockey Federation (FIH) Pro League match at the Sportcentrum Wilrijkse Plein-Antwerpen in Belgium."
"1699701658-2204","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Belgium women's team go down as men's team win thriller in FIH Pro League","https://www.insidethegames.biz/articles/1123426/belgium-men-hockey-win","In the final quarter, Tom Boom shined for the Olympic champions scoring two goals in the 47th and 55th minute to send the game into penalties before Belgium clinched the points after a 3-2 shoot-out victory.","Belgium’s women’s hockey team lost to Spain 1-2 while the men’s team triumphed 3-2 on penalties at the International Hockey Federation (FIH) Pro League match at the Sportcentrum Wilrijkse Plein-Antwerpen in Belgium."
"1699701658-2205","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=82","Belgium women's team go down as men's team win thriller in FIH Pro League","https://www.insidethegames.biz/articles/1123426/belgium-men-hockey-win","The Belgium men’s team moved to sixth in the FIH Pro League after the win, just ahead of Spain who are in seventh place.","Belgium’s women’s hockey team lost to Spain 1-2 while the men’s team triumphed 3-2 on penalties at the International Hockey Federation (FIH) Pro League match at the Sportcentrum Wilrijkse Plein-Antwerpen in Belgium."
"1699701672-2206","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Gohar to face El Sherbini in World Squash Championships final","https://www.insidethegames.biz/articles/1123476/qoeld-squash-championships-semi-final","Sobhy’s tactical approach to some attacking play from Gohar helped the American to bag the first game 11-5.","World number one Nouran Gohar of Egypt secured a place in the final of the World Squash Championships in Cairo after a 3-1 win over world number four Amanda Sobhy of the United States."
"1699701672-2207","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Gohar to face El Sherbini in World Squash Championships final","https://www.insidethegames.biz/articles/1123476/qoeld-squash-championships-semi-final","But Gohar responded quickly with a convincing 11-3 win in the second.","World number one Nouran Gohar of Egypt secured a place in the final of the World Squash Championships in Cairo after a 3-1 win over world number four Amanda Sobhy of the United States."
"1699701672-2208","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Gohar to face El Sherbini in World Squash Championships final","https://www.insidethegames.biz/articles/1123476/qoeld-squash-championships-semi-final","At one game each, both players were going at it with intensity but Gohar triumphed 11-6 to take a vital lead.","World number one Nouran Gohar of Egypt secured a place in the final of the World Squash Championships in Cairo after a 3-1 win over world number four Amanda Sobhy of the United States."
"1699701672-2209","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Gohar to face El Sherbini in World Squash Championships final","https://www.insidethegames.biz/articles/1123476/qoeld-squash-championships-semi-final","The same intensity was maintained in the fourth game with both players producing some sensational shots.","World number one Nouran Gohar of Egypt secured a place in the final of the World Squash Championships in Cairo after a 3-1 win over world number four Amanda Sobhy of the United States."
"1699701672-2210","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Gohar to face El Sherbini in World Squash Championships final","https://www.insidethegames.biz/articles/1123476/qoeld-squash-championships-semi-final","Sobhy saved two match balls to make it 12-11 but Gohar was on a different level as she closed the match with a 15-13 win.","World number one Nouran Gohar of Egypt secured a place in the final of the World Squash Championships in Cairo after a 3-1 win over world number four Amanda Sobhy of the United States."
"1699701672-2211","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Gohar to face El Sherbini in World Squash Championships final","https://www.insidethegames.biz/articles/1123476/qoeld-squash-championships-semi-final","""It wasn’t easy for sure,"" Gohar said.","World number one Nouran Gohar of Egypt secured a place in the final of the World Squash Championships in Cairo after a 3-1 win over world number four Amanda Sobhy of the United States."
"1699701672-2212","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Gohar to face El Sherbini in World Squash Championships final","https://www.insidethegames.biz/articles/1123476/qoeld-squash-championships-semi-final","""I’ve played Amanda at every tournament, it has been a habit.","World number one Nouran Gohar of Egypt secured a place in the final of the World Squash Championships in Cairo after a 3-1 win over world number four Amanda Sobhy of the United States."
"1699701672-2213","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Gohar to face El Sherbini in World Squash Championships final","https://www.insidethegames.biz/articles/1123476/qoeld-squash-championships-semi-final","""I think she kept her best to the last and most important tournament.","World number one Nouran Gohar of Egypt secured a place in the final of the World Squash Championships in Cairo after a 3-1 win over world number four Amanda Sobhy of the United States."
"1699701672-2214","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Gohar to face El Sherbini in World Squash Championships final","https://www.insidethegames.biz/articles/1123476/qoeld-squash-championships-semi-final","""Obviously, she played really well.","World number one Nouran Gohar of Egypt secured a place in the final of the World Squash Championships in Cairo after a 3-1 win over world number four Amanda Sobhy of the United States."
"1699701672-2215","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Gohar to face El Sherbini in World Squash Championships final","https://www.insidethegames.biz/articles/1123476/qoeld-squash-championships-semi-final","""It was a very tough match, but it’s good to have a match like this, just before tomorrow, to get some nerves out.""","World number one Nouran Gohar of Egypt secured a place in the final of the World Squash Championships in Cairo after a 3-1 win over world number four Amanda Sobhy of the United States."
"1699701672-2216","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Gohar to face El Sherbini in World Squash Championships final","https://www.insidethegames.biz/articles/1123476/qoeld-squash-championships-semi-final","In the other semi-final, defending champion Nour El Sherbini of Egypt got the better of compatriot Nour El Tayeb 3-1 to set up a mouth-watering clash against Gohar.","World number one Nouran Gohar of Egypt secured a place in the final of the World Squash Championships in Cairo after a 3-1 win over world number four Amanda Sobhy of the United States."
"1699701672-2217","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Gohar to face El Sherbini in World Squash Championships final","https://www.insidethegames.biz/articles/1123476/qoeld-squash-championships-semi-final","Among men, Mohamed El Shorbagy shocked world number one Paul Coll of New Zealand 3-2 to reach the final.","World number one Nouran Gohar of Egypt secured a place in the final of the World Squash Championships in Cairo after a 3-1 win over world number four Amanda Sobhy of the United States."
"1699701672-2218","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Gohar to face El Sherbini in World Squash Championships final","https://www.insidethegames.biz/articles/1123476/qoeld-squash-championships-semi-final","El Shorbagy was more composed than Coll at the start as he rightly took the first game 11-4.","World number one Nouran Gohar of Egypt secured a place in the final of the World Squash Championships in Cairo after a 3-1 win over world number four Amanda Sobhy of the United States."
"1699701672-2219","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Gohar to face El Sherbini in World Squash Championships final","https://www.insidethegames.biz/articles/1123476/qoeld-squash-championships-semi-final","However, Coll raised his game to take the second game 11-8.","World number one Nouran Gohar of Egypt secured a place in the final of the World Squash Championships in Cairo after a 3-1 win over world number four Amanda Sobhy of the United States."
